low temperature opacities from Ferguson, Alexander, et al (2005) with gn93 metals
    form     version        X           Z          logRs    logR_min    logR_max       logTs    logT_min    logT_max
       1          38    0.100000    0.000000          46   -8.000000    1.000000          75    3.000000    4.100000

   logT                       logR = logRho - 3*logT + 18
          -8.000  -7.800  -7.600  -7.400  -7.200  -7.000  -6.800  -6.600  -6.400  -6.200  -6.000  -5.800  -5.600  -5.400  -5.200  -5.000  -4.800  -4.600  -4.400  -4.200  -4.000  -3.800  -3.600  -3.400  -3.200  -3.000  -2.800  -2.600  -2.400  -2.200  -2.000  -1.800  -1.600  -1.400  -1.200  -1.000  -0.800  -0.600  -0.400  -0.200   0.000   0.200   0.400   0.600   0.800   1.000

   3.000 -10.250 -10.249 -10.246 -10.242 -10.236 -10.227 -10.213 -10.194 -10.166 -10.129 -10.084 -10.029  -9.964  -9.894  -9.816  -9.733  -9.647  -9.558  -9.468  -9.376  -9.284  -9.193  -9.102  -9.012  -8.924  -8.837  -8.752  -8.668  -8.584  -8.502  -8.420  -8.339  -8.258  -8.177  -8.097  -8.018  -7.940  -7.862  -7.786  -7.711  -7.634  -7.558  -7.479  -7.394  -7.304  -7.208
   3.010 -10.219 -10.218 -10.216 -10.212 -10.206 -10.195 -10.180 -10.160 -10.131 -10.094 -10.048  -9.991  -9.926  -9.854  -9.775  -9.692  -9.606  -9.516  -9.426  -9.334  -9.242  -9.151  -9.060  -8.971  -8.883  -8.797  -8.712  -8.628  -8.545  -8.463  -8.382  -8.301  -8.220  -8.140  -8.061  -7.983  -7.905  -7.828  -7.752  -7.677  -7.601  -7.524  -7.445  -7.359  -7.266  -7.168
   3.020 -10.188 -10.187 -10.185 -10.181 -10.175 -10.164 -10.149 -10.128 -10.098 -10.059 -10.011  -9.953  -9.886  -9.814  -9.735  -9.651  -9.564  -9.474  -9.384  -9.292  -9.200  -9.109  -9.019  -8.930  -8.842  -8.756  -8.671  -8.588  -8.506  -8.425  -8.344  -8.264  -8.184  -8.104  -8.026  -7.948  -7.871  -7.795  -7.720  -7.645  -7.569  -7.492  -7.411  -7.324  -7.229  -7.128
   3.030 -10.157 -10.156 -10.153 -10.149 -10.143 -10.132 -10.116 -10.094 -10.063 -10.023  -9.974  -9.915  -9.848  -9.774  -9.694  -9.610  -9.523  -9.432  -9.342  -9.250  -9.158  -9.067  -8.977  -8.888  -8.801  -8.715  -8.631  -8.548  -8.466  -8.386  -8.306  -8.226  -8.147  -8.069  -7.991  -7.914  -7.838  -7.762  -7.687  -7.613  -7.537  -7.459  -7.378  -7.289  -7.192  -7.088
   3.040 -10.124 -10.123 -10.121 -10.117 -10.111 -10.100 -10.084 -10.061 -10.029  -9.987  -9.937  -9.877  -9.808  -9.734  -9.653  -9.569  -9.482  -9.391  -9.300  -9.208  -9.116  -9.025  -8.935  -8.847  -8.760  -8.674  -8.591  -8.509  -8.427  -8.347  -8.267  -8.188  -8.110  -8.033  -7.956  -7.879  -7.804  -7.730  -7.655  -7.581  -7.505  -7.427  -7.345  -7.254  -7.155  -7.047
   3.050 -10.090 -10.090 -10.088 -10.085 -10.079 -10.067 -10.050 -10.026  -9.993  -9.951  -9.900  -9.839  -9.769  -9.694  -9.613  -9.528  -9.440  -9.349  -9.258  -9.167  -9.075  -8.984  -8.894  -8.806  -8.719  -8.634  -8.551  -8.469  -8.388  -8.308  -8.229  -8.151  -8.073  -7.997  -7.920  -7.845  -7.771  -7.697  -7.623  -7.549  -7.473  -7.394  -7.311  -7.218  -7.117  -7.007
   3.060 -10.053 -10.053 -10.053 -10.052 -10.046 -10.034 -10.017  -9.993  -9.959  -9.915  -9.863  -9.801  -9.730  -9.654  -9.572  -9.487  -9.399  -9.308  -9.216  -9.125  -9.033  -8.942  -8.852  -8.764  -8.678  -8.593  -8.510  -8.429  -8.349  -8.270  -8.191  -8.113  -8.037  -7.961  -7.885  -7.811  -7.737  -7.664  -7.590  -7.517  -7.441  -7.361  -7.277  -7.182  -7.078  -6.965
   3.070 -10.015 -10.016 -10.017 -10.016 -10.011 -10.000  -9.983  -9.958  -9.923  -9.879  -9.825  -9.762  -9.691  -9.614  -9.532  -9.446  -9.357  -9.266  -9.174  -9.082  -8.991  -8.901  -8.811  -8.723  -8.637  -8.553  -8.470  -8.389  -8.309  -8.231  -8.153  -8.076  -8.000  -7.925  -7.850  -7.776  -7.703  -7.631  -7.558  -7.485  -7.408  -7.327  -7.242  -7.145  -7.038  -6.922
   3.080  -9.972  -9.976  -9.979  -9.978  -9.974  -9.964  -9.948  -9.923  -9.888  -9.843  -9.788  -9.724  -9.652  -9.575  -9.492  -9.405  -9.316  -9.225  -9.133  -9.041  -8.949  -8.858  -8.769  -8.682  -8.596  -8.512  -8.430  -8.350  -8.271  -8.193  -8.116  -8.039  -7.964  -7.889  -7.815  -7.742  -7.670  -7.598  -7.525  -7.452  -7.374  -7.293  -7.205  -7.107  -6.997  -6.878
   3.090  -9.927  -9.935  -9.939  -9.939  -9.935  -9.928  -9.913  -9.888  -9.852  -9.806  -9.751  -9.686  -9.613  -9.535  -9.451  -9.364  -9.274  -9.183  -9.091  -8.999  -8.908  -8.817  -8.728  -8.641  -8.555  -8.472  -8.390  -8.311  -8.232  -8.154  -8.078  -8.002  -7.927  -7.853  -7.780  -7.707  -7.636  -7.564  -7.491  -7.418  -7.340  -7.257  -7.168  -7.067  -6.955  -6.833
   3.100  -9.879  -9.889  -9.894  -9.895  -9.893  -9.889  -9.877  -9.852  -9.817  -9.771  -9.715  -9.650  -9.576  -9.497  -9.412  -9.324  -9.234  -9.142  -9.050  -8.958  -8.866  -8.776  -8.687  -8.600  -8.515  -8.432  -8.351  -8.271  -8.193  -8.116  -8.040  -7.965  -7.891  -7.817  -7.745  -7.673  -7.602  -7.530  -7.458  -7.384  -7.305  -7.221  -7.129  -7.026  -6.911  -6.786
   3.110  -9.833  -9.843  -9.849  -9.850  -9.850  -9.849  -9.840  -9.817  -9.782  -9.736  -9.680  -9.614  -9.538  -9.458  -9.373  -9.284  -9.193  -9.101  -9.009  -8.917  -8.825  -8.735  -8.646  -8.559  -8.474  -8.391  -8.310  -8.231  -8.153  -8.077  -8.002  -7.928  -7.854  -7.781  -7.709  -7.638  -7.567  -7.496  -7.423  -7.349  -7.270  -7.183  -7.090  -6.984  -6.867  -6.738
   3.120  -9.790  -9.797  -9.802  -9.806  -9.808  -9.809  -9.802  -9.781  -9.748  -9.702  -9.646  -9.579  -9.503  -9.422  -9.335  -9.246  -9.155  -9.061  -8.969  -8.876  -8.784  -8.694  -8.605  -8.518  -8.434  -8.351  -8.271  -8.192  -8.115  -8.039  -7.964  -7.890  -7.817  -7.745  -7.674  -7.603  -7.533  -7.462  -7.389  -7.314  -7.233  -7.145  -7.049  -6.941  -6.821  -6.689
   3.130  -9.752  -9.756  -9.760  -9.764  -9.767  -9.768  -9.762  -9.744  -9.714  -9.671  -9.616  -9.548  -9.470  -9.387  -9.300  -9.209  -9.117  -9.023  -8.929  -8.836  -8.744  -8.654  -8.565  -8.478  -8.393  -8.311  -8.231  -8.153  -8.076  -8.000  -7.926  -7.853  -7.780  -7.709  -7.638  -7.568  -7.498  -7.427  -7.353  -7.278  -7.196  -7.106  -7.007  -6.896  -6.774  -6.640
   3.140  -9.717  -9.720  -9.723  -9.725  -9.727  -9.728  -9.724  -9.710  -9.686  -9.644  -9.589  -9.520  -9.441  -9.356  -9.266  -9.174  -9.080  -8.985  -8.891  -8.797  -8.704  -8.613  -8.525  -8.438  -8.354  -8.272  -8.192  -8.114  -8.038  -7.963  -7.889  -7.816  -7.743  -7.672  -7.602  -7.532  -7.462  -7.392  -7.318  -7.241  -7.158  -7.065  -6.964  -6.850  -6.726  -6.590
   3.150  -9.685  -9.686  -9.687  -9.689  -9.690  -9.691  -9.688  -9.678  -9.660  -9.620  -9.566  -9.498  -9.417  -9.331  -9.238  -9.142  -9.046  -8.950  -8.854  -8.759  -8.665  -8.574  -8.485  -8.398  -8.314  -8.232  -8.153  -8.075  -7.999  -7.925  -7.851  -7.778  -7.707  -7.636  -7.566  -7.497  -7.427  -7.356  -7.281  -7.204  -7.119  -7.024  -6.919  -6.804  -6.677  -6.539
   3.160  -9.653  -9.654  -9.655  -9.656  -9.657  -9.658  -9.656  -9.648  -9.634  -9.602  -9.552  -9.484  -9.402  -9.313  -9.216  -9.116  -9.017  -8.917  -8.819  -8.723  -8.628  -8.536  -8.446  -8.359  -8.275  -8.193  -8.114  -8.036  -7.960  -7.886  -7.813  -7.741  -7.670  -7.600  -7.530  -7.461  -7.391  -7.320  -7.245  -7.166  -7.078  -6.981  -6.874  -6.756  -6.627  -6.488
   3.170  -9.621  -9.622  -9.623  -9.623  -9.624  -9.625  -9.624  -9.619  -9.610  -9.586  -9.543  -9.477  -9.394  -9.303  -9.202  -9.098  -8.994  -8.890  -8.789  -8.690  -8.593  -8.499  -8.408  -8.321  -8.237  -8.155  -8.075  -7.998  -7.922  -7.849  -7.776  -7.704  -7.633  -7.563  -7.494  -7.425  -7.355  -7.284  -7.207  -7.126  -7.037  -6.937  -6.827  -6.707  -6.577  -6.437
   3.180  -9.584  -9.586  -9.588  -9.590  -9.591  -9.591  -9.590  -9.588  -9.584  -9.568  -9.535  -9.477  -9.397  -9.306  -9.199  -9.089  -8.980  -8.870  -8.763  -8.661  -8.561  -8.465  -8.373  -8.284  -8.199  -8.117  -8.037  -7.960  -7.884  -7.811  -7.738  -7.667  -7.596  -7.527  -7.458  -7.388  -7.318  -7.246  -7.169  -7.086  -6.995  -6.892  -6.779  -6.657  -6.526  -6.386
   3.190  -9.537  -9.541  -9.545  -9.549  -9.552  -9.554  -9.555  -9.555  -9.554  -9.543  -9.522  -9.479  -9.409  -9.320  -9.209  -9.092  -8.976  -8.859  -8.747  -8.638  -8.534  -8.435  -8.340  -8.249  -8.163  -8.080  -8.000  -7.923  -7.847  -7.774  -7.701  -7.630  -7.560  -7.490  -7.421  -7.352  -7.281  -7.209  -7.129  -7.045  -6.951  -6.846  -6.730  -6.607  -6.475  -6.335
   3.200  -9.466  -9.477  -9.486  -9.494  -9.500  -9.506  -9.511  -9.514  -9.514  -9.510  -9.501  -9.474  -9.419  -9.338  -9.228  -9.109  -8.987  -8.860  -8.740  -8.623  -8.512  -8.408  -8.310  -8.217  -8.129  -8.045  -7.964  -7.886  -7.810  -7.736  -7.664  -7.593  -7.523  -7.453  -7.385  -7.315  -7.244  -7.170  -7.090  -7.003  -6.907  -6.799  -6.681  -6.556  -6.424  -6.285
   3.210  -9.365  -9.382  -9.398  -9.412  -9.425  -9.437  -9.447  -9.456  -9.459  -9.461  -9.462  -9.450  -9.414  -9.351  -9.254  -9.139  -9.012  -8.875  -8.745  -8.619  -8.500  -8.389  -8.286  -8.188  -8.097  -8.011  -7.929  -7.850  -7.774  -7.700  -7.627  -7.556  -7.486  -7.417  -7.348  -7.278  -7.206  -7.131  -7.049  -6.960  -6.861  -6.750  -6.631  -6.505  -6.374  -6.236
   3.220  -9.242  -9.264  -9.284  -9.304  -9.322  -9.339  -9.355  -9.369  -9.381  -9.392  -9.397  -9.392  -9.377  -9.346  -9.271  -9.170  -9.045  -8.902  -8.764  -8.628  -8.499  -8.379  -8.268  -8.165  -8.070  -7.981  -7.896  -7.816  -7.738  -7.664  -7.591  -7.520  -7.450  -7.380  -7.311  -7.241  -7.168  -7.092  -7.008  -6.916  -6.815  -6.702  -6.580  -6.454  -6.324  -6.188
   3.230  -9.107  -9.131  -9.154  -9.176  -9.198  -9.219  -9.239  -9.258  -9.276  -9.293  -9.302  -9.303  -9.303  -9.297  -9.256  -9.182  -9.073  -8.938  -8.799  -8.653  -8.511  -8.381  -8.259  -8.148  -8.048  -7.954  -7.866  -7.784  -7.705  -7.629  -7.556  -7.484  -7.414  -7.344  -7.275  -7.203  -7.129  -7.052  -6.965  -6.871  -6.768  -6.652  -6.529  -6.403  -6.274  -6.141
   3.240  -8.968  -8.993  -9.017  -9.041  -9.065  -9.088  -9.110  -9.132  -9.152  -9.171  -9.186  -9.198  -9.205  -9.204  -9.186  -9.150  -9.077  -8.965  -8.838  -8.687  -8.536  -8.396  -8.263  -8.142  -8.033  -7.932  -7.840  -7.755  -7.674  -7.597  -7.522  -7.450  -7.379  -7.308  -7.238  -7.166  -7.091  -7.011  -6.923  -6.826  -6.720  -6.603  -6.478  -6.353  -6.226  -6.096
   3.250  -8.828  -8.853  -8.878  -8.902  -8.927  -8.952  -8.976  -8.999  -9.021  -9.042  -9.060  -9.077  -9.089  -9.090  -9.085  -9.075  -9.038  -8.963  -8.858  -8.719  -8.571  -8.425  -8.279  -8.147  -8.027  -7.917  -7.819  -7.730  -7.645  -7.565  -7.489  -7.415  -7.344  -7.273  -7.202  -7.128  -7.052  -6.971  -6.880  -6.780  -6.672  -6.553  -6.428  -6.303  -6.178  -6.052
   3.260  -8.688  -8.714  -8.739  -8.765  -8.789  -8.814  -8.839  -8.863  -8.887  -8.910  -8.930  -8.949  -8.964  -8.970  -8.973  -8.974  -8.960  -8.918  -8.846  -8.734  -8.604  -8.459  -8.304  -8.164  -8.032  -7.912  -7.806  -7.711  -7.621  -7.538  -7.459  -7.384  -7.311  -7.238  -7.166  -7.091  -7.013  -6.930  -6.836  -6.734  -6.623  -6.504  -6.378  -6.255  -6.132  -6.010
   3.270  -8.549  -8.575  -8.601  -8.627  -8.653  -8.678  -8.703  -8.728  -8.752  -8.775  -8.797  -8.817  -8.835  -8.848  -8.857  -8.861  -8.855  -8.835  -8.799  -8.723  -8.620  -8.487  -8.334  -8.190  -8.049  -7.918  -7.802  -7.696  -7.600  -7.514  -7.432  -7.354  -7.279  -7.204  -7.131  -7.055  -6.974  -6.889  -6.793  -6.688  -6.575  -6.455  -6.329  -6.208  -6.088  -5.970
