GREVESSE 93 MIX X=0.80  Z=0.10
 1 17 4.100 -7.0   -.451   -.427   -.367   -.237   -.004    .339    .771   1.228
   1.671   2.061   2.369   2.589   2.747   2.871   2.989   3.118   3.269
 2 17 4.050 -7.0   -.453   -.423   -.347   -.193    .056    .420    .839   1.261
   1.634   1.921   2.124   2.266   2.379   2.485   2.604   2.748   2.923
 3 17 4.000 -7.0   -.450   -.404   -.315   -.154    .097    .436    .805   1.140
   1.392   1.569   1.697   1.803   1.906   2.024   2.164   2.339   2.548
 4 17 3.950 -7.0   -.434   -.383   -.293   -.145    .072    .327    .571    .760
    .899   1.011   1.113   1.225   1.352   1.503   1.682   1.895   2.142
 5 17 3.900 -7.0   -.422   -.379   -.314   -.224   -.123   -.029    .054    .134
    .222    .323    .448    .594    .764    .957   1.178   1.433   1.722
 6 17 3.850 -7.0   -.443   -.448   -.471   -.521   -.582   -.632   -.647   -.616
   -.529   -.397   -.231   -.037    .178    .418    .686    .995   1.345
 7 17 3.800 -7.0   -.608   -.733   -.888  -1.054  -1.210  -1.335  -1.398  -1.378
  -1.271  -1.100   -.885   -.644   -.374   -.068    .283    .674   1.075
 8 17 3.750 -7.0  -1.066  -1.274  -1.487  -1.694  -1.883  -2.034  -2.115  -2.092
  -1.961  -1.749  -1.476  -1.153   -.778   -.365    .058    .463    .841
 9 17 3.700 -7.0  -1.719  -1.945  -2.161  -2.364  -2.543  -2.681  -2.748  -2.699
  -2.520  -2.221  -1.833  -1.394   -.951   -.532   -.149    .203    .523
10 17 3.650 -7.0  -2.446  -2.644  -2.824  -2.986  -3.118  -3.196  -3.179  -3.028
  -2.740  -2.355  -1.933  -1.519  -1.140   -.797   -.482   -.186    .108
11 17 3.600 -7.0  -3.092  -3.230  -3.342  -3.412  -3.426  -3.376  -3.253  -3.044
  -2.763  -2.446  -2.122  -1.811  -1.518  -1.231   -.941   -.635   -.327
12 17 3.550 -7.0  -3.502  -3.527  -3.518  -3.484  -3.428  -3.355  -3.260  -3.136
