GREVESSE 93 MIX X=0.50  Z=0.10
 1 17 4.100 -7.0   -.591   -.575   -.535   -.445   -.266    .023    .428    .879
   1.332   1.743   2.083   2.334   2.513   2.648   2.770   2.898   3.048
 2 17 4.050 -7.0   -.611   -.603   -.559   -.444   -.235    .088    .493    .924
   1.319   1.641   1.874   2.037   2.161   2.270   2.388   2.529   2.702
 3 17 4.000 -7.0   -.647   -.616   -.545   -.414   -.196    .113    .477    .833
   1.119   1.324   1.469   1.584   1.689   1.805   1.944   2.113   2.320
 4 17 3.950 -7.0   -.640   -.598   -.523   -.400   -.209    .034    .291    .504
    .662    .784    .892   1.001   1.127   1.275   1.450   1.659   1.906
 5 17 3.900 -7.0   -.628   -.590   -.534   -.455   -.355   -.257   -.168   -.086
    .001    .098    .219    .361    .528    .719    .939   1.194   1.486
 6 17 3.850 -7.0   -.640   -.638   -.653   -.693   -.750   -.806   -.834   -.819
   -.749   -.629   -.470   -.279   -.064    .179    .452    .770   1.131
 7 17 3.800 -7.0   -.768   -.875  -1.019  -1.182  -1.342  -1.479  -1.565  -1.573
  -1.492  -1.335  -1.127   -.881   -.602   -.287    .078    .480    .890
 8 17 3.750 -7.0  -1.183  -1.386  -1.597  -1.804  -1.996  -2.159  -2.264  -2.274
  -2.169  -1.968  -1.693  -1.358   -.969   -.546   -.119    .286    .663
 9 17 3.700 -7.0  -1.823  -2.046  -2.261  -2.462  -2.640  -2.784  -2.868  -2.846
  -2.686  -2.394  -2.002  -1.561  -1.117   -.699   -.320    .028    .345
10 17 3.650 -7.0  -2.539  -2.729  -2.901  -3.055  -3.184  -3.264  -3.259  -3.127
  -2.861  -2.493  -2.080  -1.674  -1.298   -.959   -.651   -.360   -.067
11 17 3.600 -7.0  -3.145  -3.277  -3.386  -3.453  -3.466  -3.421  -3.310  -3.123
  -2.865  -2.570  -2.261  -1.961  -1.676  -1.395  -1.107   -.799   -.483
12 17 3.550 -7.0  -3.533  -3.558  -3.548  -3.513  -3.458  -3.390  -3.309  -3.206
  -3.072  -2.908  -2.704  -2.459  -2.179  -1.873  -1.544  -1.212   -.904
13 17 3.500 -7.0  -3.582  -3.553  -3.527  -3.517  -3.529  -3.559  -3.586  -3.582
  -3.527  -3.414  -3.211  -2.893  -2.465  -1.946  -1.391   -.891   -.539
14 17 3.450 -7.0  -3.612  -3.651  -3.713  -3.797  -3.893  -3.973  -4.009  -3.991
  -3.902  -3.674  -3.243  -2.640  -1.989  -1.400   -.955   -.699   -.574
15 17 3.400 -7.0  -3.917  -4.032  -4.145  -4.231  -4.270  -4.255  -4.190  -4.044
  -3.698  -3.102  -2.404  -1.767  -1.266   -.967   -.826   -.766   -.739
16 17 3.350 -7.0  -4.386  -4.431  -4.422  -4.382  -4.331  -4.222  -3.923  -3.358
  -2.652  -1.989  -1.466  -1.162  -1.028   -.975   -.954   -.941   -.934
17 17 3.300 -7.0  -4.504  -4.488  -4.467  -4.358  -4.029  -3.434  -2.713  -2.044
  -1.559  -1.312  -1.215  -1.179  -1.164  -1.156  -1.151  -1.149  -1.147
18 17 3.250 -7.0  -4.623  -4.423  -3.966  -3.281  -2.546  -1.947  -1.602  -1.465
  -1.416  -1.397  -1.389  -1.385  -1.382  -1.381  -1.380  -1.379  -1.378
19 17 3.200 -7.0  -3.595  -2.849  -2.220  -1.852  -1.718  -1.674  -1.658  -1.651
  -1.647  -1.646  -1.645  -1.646  -1.647  -1.646  -1.647  -1.645   -.176
