GREVESSE 93 MIX X=0.70  Z=0.10
 1 17 4.100 -7.0   -.493   -.472   -.418   -.300   -.083    .244    .672   1.129
   1.575   1.971   2.288   2.517   2.680   2.807   2.926   3.055   3.205
 2 17 4.050 -7.0   -.502   -.477   -.409   -.267   -.027    .325    .741   1.165
   1.546   1.842   2.053   2.201   2.317   2.423   2.542   2.685   2.859
 3 17 4.000 -7.0   -.506   -.466   -.382   -.231    .012    .343    .712   1.053
   1.316   1.500   1.632   1.741   1.844   1.961   2.101   2.274   2.482
 4 17 3.950 -7.0   -.493   -.445   -.360   -.219   -.009    .244    .492    .688
    .832    .946   1.051   1.161   1.288   1.437   1.616   1.827   2.074
 5 17 3.900 -7.0   -.480   -.440   -.377   -.292   -.189   -.094   -.009    .071
    .159    .258    .383    .527    .696    .889   1.109   1.365   1.654
 6 17 3.850 -7.0   -.499   -.502   -.522   -.570   -.630   -.682   -.701   -.674
   -.592   -.464   -.299   -.107    .108    .349    .619    .930   1.283
 7 17 3.800 -7.0   -.652   -.773   -.925  -1.091  -1.248  -1.377  -1.447  -1.435
  -1.336  -1.168   -.955   -.713   -.440   -.131    .223    .618   1.021
 8 17 3.750 -7.0  -1.099  -1.306  -1.519  -1.726  -1.916  -2.071  -2.159  -2.146
  -2.022  -1.813  -1.540  -1.213   -.834   -.418    .007    .412    .789
 9 17 3.700 -7.0  -1.749  -1.974  -2.190  -2.392  -2.572  -2.712  -2.785  -2.744
  -2.570  -2.273  -1.883  -1.443  -1.000   -.581   -.199    .153    .472
10 17 3.650 -7.0  -2.473  -2.669  -2.847  -3.007  -3.138  -3.217  -3.204  -3.059
  -2.776  -2.396  -1.976  -1.564  -1.186   -.844   -.531   -.236    .057
11 17 3.600 -7.0  -3.108  -3.245  -3.356  -3.425  -3.438  -3.390  -3.271  -3.068
  -2.794  -2.482  -2.163  -1.855  -1.564  -1.279   -.989   -.682   -.372
12 17 3.550 -7.0  -3.511  -3.536  -3.528  -3.493  -3.438  -3.366  -3.276  -3.158
  -3.007  -2.825  -2.606  -2.355  -2.070  -1.762  -1.434  -1.107   -.807
13 17 3.500 -7.0  -3.565  -3.537  -3.511  -3.501  -3.512  -3.536  -3.553  -3.537
  -3.470  -3.341  -3.120  -2.780  -2.330  -1.794  -1.242   -.770   -.460
14 17 3.450 -7.0  -3.598  -3.637  -3.698  -3.780  -3.873  -3.950  -3.984  -3.960
  -3.854  -3.583  -3.100  -2.469  -1.819  -1.253   -.859   -.645   -.544
15 17 3.400 -7.0  -3.901  -4.014  -4.127  -4.214  -4.254  -4.240  -4.165  -3.976
  -3.560  -2.911  -2.215  -1.605  -1.156   -.907   -.796   -.749   -.727
16 17 3.350 -7.0  -4.368  -4.414  -4.409  -4.369  -4.306  -4.154  -3.781  -3.157
  -2.451  -1.816  -1.349  -1.102   -.999   -.959   -.941   -.931   -.925
17 17 3.300 -7.0  -4.494  -4.473  -4.432  -4.272  -3.873  -3.224  -2.504  -1.870
  -1.453  -1.261  -1.190  -1.162  -1.152  -1.145  -1.141  -1.139  -1.137
18 17 3.250 -7.0  -4.563  -4.300  -3.775  -3.058  -2.342  -1.805  -1.531  -1.431
  -1.396  -1.382  -1.376  -1.372  -1.370  -1.369  -1.368  -1.367  -1.365
19 17 3.200 -7.0  -3.368  -2.634  -2.065  -1.782  -1.687  -1.656  -1.643  -1.639
  -1.635  -1.634  -1.634  -1.635  -1.635  -1.635  -1.635  -1.633   -.163
20 17 3.150 -7.0  -1.862  -1.809  -1.792  -1.786  -1.784  -1.783  -1.783  -1.784
  -1.784  -1.784  -1.784   -.422   -.220   -.036    .071    .744   1.135
21 17 3.100 -7.0  -1.777  -1.778  -1.778  -1.778  -1.779  -1.779   -.647   -.383
   -.145    .441    .783    .868   1.080   1.233   1.322   1.359   1.391
22 17 3.050 -7.0  -1.776  -1.775   -.498   -.243    .220    .675    .884    .988
   1.083   1.179   1.262   1.300   1.328   1.334   1.335   1.335   1.335
23 17 3.000 -7.0    .452    .631    .838    .974   1.062   1.143   1.219   1.263
   1.280   1.281   1.282   1.282   1.282   1.282   1.282   1.282   1.282
GREVESSE 93 MIX X=0.70  Z=0.08
 1 17 4.100 -7.0   -.493   -.473   -.422   -.308   -.094    .230    .655   1.111
   1.558   1.956   2.275   2.505   2.668   2.794   2.911   3.037   3.184
 2 17 4.050 -7.0   -.503   -.481   -.416   -.277   -.039    .311    .725   1.150
   1.532   1.829   2.041   2.189   2.304   2.408   2.524   2.664   2.833
 3 17 4.000 -7.0   -.510   -.472   -.390   -.240    .002    .333    .701   1.042
   1.305   1.489   1.621   1.729   1.831   1.945   2.081   2.250   2.453
 4 17 3.950 -7.0   -.498   -.451   -.367   -.227   -.018    .236    .484    .680
    .824    .937   1.041   1.149   1.273   1.420   1.594   1.800   2.041
 5 17 3.900 -7.0   -.485   -.446   -.384   -.298   -.194   -.099   -.015    .064
    .149    .248    .370    .513    .678    .868   1.084   1.333   1.613
 6 17 3.850 -7.0   -.503   -.506   -.526   -.574   -.634   -.687   -.709   -.684
   -.605   -.478   -.315   -.126    .086    .321    .582    .881   1.221
 7 17 3.800 -7.0   -.655   -.775   -.928  -1.094  -1.253  -1.383  -1.456  -1.448
  -1.351  -1.188   -.978   -.742   -.479   -.182    .156    .539    .939
 8 17 3.750 -7.0  -1.101  -1.309  -1.522  -1.731  -1.923  -2.081  -2.174  -2.166
  -2.048  -1.847  -1.585  -1.273   -.912   -.507   -.084    .326    .712
 9 17 3.700 -7.0  -1.752  -1.979  -2.198  -2.404  -2.588  -2.734  -2.815  -2.785
  -2.626  -2.347  -1.974  -1.543  -1.099   -.674   -.283    .077    .402
10 17 3.650 -7.0  -2.484  -2.686  -2.871  -3.038  -3.178  -3.268  -3.271  -3.144
  -2.877  -2.503  -2.081  -1.662  -1.273   -.924   -.603   -.303   -.009
11 17 3.600 -7.0  -3.148  -3.291  -3.410  -3.490  -3.515  -3.478  -3.368  -3.171
  -2.898  -2.580  -2.251  -1.935  -1.637  -1.349  -1.060   -.756   -.448
12 17 3.550 -7.0  -3.582  -3.615  -3.612  -3.582  -3.531  -3.460  -3.367  -3.246
  -3.090  -2.902  -2.680  -2.427  -2.147  -1.840  -1.515  -1.188   -.886
13 17 3.500 -7.0  -3.653  -3.626  -3.599  -3.585  -3.591  -3.611  -3.624  -3.608
  -3.544  -3.418  -3.200  -2.872  -2.427  -1.895  -1.342   -.866   -.553
14 17 3.450 -7.0  -3.680  -3.713  -3.769  -3.846  -3.936  -4.017  -4.058  -4.043
  -3.946  -3.684  -3.207  -2.579  -1.924  -1.353   -.955   -.739   -.635
15 17 3.400 -7.0  -3.966  -4.074  -4.188  -4.282  -4.333  -4.330  -4.262  -4.076
  -3.664  -3.017  -2.318  -1.704  -1.251  -1.001   -.890   -.842   -.819
16 17 3.350 -7.0  -4.434  -4.492  -4.498  -4.464  -4.400  -4.247  -3.877  -3.256
  -2.549  -1.912  -1.443  -1.194  -1.092  -1.052  -1.034  -1.024  -1.018
17 17 3.300 -7.0  -4.586  -4.562  -4.517  -4.357  -3.962  -3.319  -2.599  -1.964
  -1.544  -1.351  -1.280  -1.253  -1.243  -1.236  -1.233  -1.230  -1.229
18 17 3.250 -7.0  -4.641  -4.384  -3.866  -3.152  -2.435  -1.894  -1.619  -1.520
  -1.485  -1.471  -1.466  -1.462  -1.461  -1.459  -1.459  -1.457  -1.455
19 17 3.200 -7.0  -3.459  -2.724  -2.153  -1.870  -1.776  -1.745  -1.733  -1.728
  -1.725  -1.724  -1.724  -1.725  -1.725  -1.725  -1.725  -1.723   -.259
20 17 3.150 -7.0  -1.952  -1.899  -1.883  -1.876  -1.875  -1.874  -1.874  -1.875
  -1.875  -1.875  -1.876   -.517   -.315   -.132   -.025    .651   1.041
21 17 3.100 -7.0  -1.869  -1.870  -1.870  -1.870  -1.871  -1.872   -.739   -.477
   -.240    .352    .689    .773    .985   1.138   1.227   1.262   1.295
22 17 3.050 -7.0  -1.870  -1.869   -.592   -.338    .131    .581    .790    .891
    .989   1.083   1.166   1.204   1.232   1.237   1.238   1.239   1.239
23 17 3.000 -7.0    .359    .537    .743    .880    .964   1.049   1.123   1.167
   1.183   1.185   1.185   1.185   1.186   1.186   1.186   1.186   1.186
GREVESSE 93 MIX X=0.70  Z=0.06
 1 17 4.100 -7.0   -.493   -.474   -.426   -.316   -.107    .213    .635   1.090
   1.537   1.938   2.259   2.491   2.654   2.779   2.895   3.018   3.161
 2 17 4.050 -7.0   -.504   -.485   -.424   -.288   -.053    .290    .707   1.133
   1.515   1.815   2.027   2.175   2.289   2.391   2.504   2.640   2.803
 3 17 4.000 -7.0   -.515   -.479   -.399   -.251   -.014    .319    .688   1.028
   1.293   1.477   1.609   1.715   1.815   1.926   2.058   2.222   2.417
 4 17 3.950 -7.0   -.504   -.459   -.376   -.237   -.029    .227    .475    .671
    .814    .926   1.028   1.134   1.256   1.399   1.568   1.769   2.003
 5 17 3.900 -7.0   -.491   -.453   -.391   -.305   -.201   -.106   -.024    .055
    .139    .236    .355    .496    .658    .843   1.054   1.296   1.567
 6 17 3.850 -7.0   -.509   -.511   -.531   -.579   -.640   -.695   -.718   -.694
   -.618   -.493   -.334   -.147    .060    .289    .542    .826   1.150
 7 17 3.800 -7.0   -.658   -.779   -.932  -1.099  -1.258  -1.391  -1.467  -1.461
  -1.369  -1.209  -1.004   -.774   -.520   -.239    .081    .445    .836
 8 17 3.750 -7.0  -1.104  -1.312  -1.526  -1.736  -1.931  -2.092  -2.189  -2.187
  -2.076  -1.883  -1.634  -1.340  -1.000   -.614   -.199    .217    .606
 9 17 3.700 -7.0  -1.756  -1.984  -2.206  -2.415  -2.605  -2.758  -2.846  -2.829
  -2.688  -2.432  -2.083  -1.667  -1.224   -.793   -.393   -.023    .311
10 17 3.650 -7.0  -2.496  -2.704  -2.896  -3.071  -3.221  -3.325  -3.348  -3.245
  -2.999  -2.637  -2.216  -1.789  -1.389  -1.027   -.697   -.390   -.094
11 17 3.600 -7.0  -3.192  -3.344  -3.473  -3.566  -3.608  -3.586  -3.488  -3.301
  -3.030  -2.706  -2.367  -2.038  -1.732  -1.439  -1.149   -.849   -.545
12 17 3.550 -7.0  -3.667  -3.710  -3.717  -3.694  -3.647  -3.578  -3.485  -3.359
  -3.197  -3.001  -2.775  -2.520  -2.243  -1.940  -1.618  -1.293   -.989
13 17 3.500 -7.0  -3.764  -3.739  -3.712  -3.694  -3.694  -3.707  -3.716  -3.699
  -3.637  -3.514  -3.303  -2.985  -2.550  -2.024  -1.471   -.992   -.674
14 17 3.450 -7.0  -3.785  -3.811  -3.861  -3.930  -4.016  -4.099  -4.149  -4.145
  -4.059  -3.812  -3.345  -2.720  -2.062  -1.484  -1.081   -.860   -.754
15 17 3.400 -7.0  -4.048  -4.151  -4.263  -4.364  -4.429  -4.441  -4.384  -4.204
  -3.798  -3.155  -2.452  -1.832  -1.376  -1.124  -1.011   -.962   -.940
16 17 3.350 -7.0  -4.513  -4.585  -4.607  -4.582  -4.520  -4.367  -4.000  -3.384
  -2.676  -2.036  -1.565  -1.315  -1.212  -1.172  -1.156  -1.145  -1.139
17 17 3.300 -7.0  -4.702  -4.675  -4.626  -4.466  -4.077  -3.441  -2.723  -2.085
  -1.663  -1.469  -1.399  -1.372  -1.362  -1.356  -1.352  -1.350  -1.348
18 17 3.250 -7.0  -4.740  -4.490  -3.982  -3.273  -2.555  -2.010  -1.735  -1.636
  -1.602  -1.589  -1.583  -1.580  -1.578  -1.577  -1.576  -1.575  -1.573
19 17 3.200 -7.0  -3.577  -2.842  -2.268  -1.985  -1.891  -1.861  -1.849  -1.845
  -1.842  -1.841  -1.841  -1.842  -1.842  -1.842  -1.842  -1.839   -.382
20 17 3.150 -7.0  -2.068  -2.016  -2.000  -1.994  -1.993  -1.992  -1.992  -1.992
  -1.993  -1.993  -1.994   -.639   -.438   -.255   -.149    .532    .918
21 17 3.100 -7.0  -1.989  -1.989  -1.989  -1.990  -1.991  -1.991   -.860   -.599
   -.363    .232    .566    .651    .863   1.014   1.104   1.137   1.170
22 17 3.050 -7.0  -1.991  -1.991   -.713   -.461    .014    .459    .667    .768
    .864    .959   1.043   1.079   1.108   1.113   1.114   1.114   1.114
23 17 3.000 -7.0    .239    .415    .621    .755    .841    .924   1.001   1.042
   1.059   1.060   1.061   1.061   1.061   1.061   1.061   1.061   1.061
GREVESSE 93 MIX X=0.70  Z=0.04
 1 17 4.100 -7.0   -.493   -.476   -.431   -.327   -.124    .192    .609   1.063
   1.512   1.917   2.241   2.475   2.639   2.763   2.876   2.995   3.133
 2 17 4.050 -7.0   -.506   -.490   -.434   -.304   -.070    .265    .684   1.111
   1.495   1.797   2.010   2.158   2.271   2.371   2.480   2.610   2.767
 3 17 4.000 -7.0   -.520   -.488   -.411   -.265   -.030    .302    .670   1.013
   1.278   1.462   1.593   1.698   1.796   1.904   2.031   2.187   2.374
 4 17 3.950 -7.0   -.511   -.468   -.387   -.249   -.041    .216    .464    .658
    .802    .913   1.012   1.117   1.235   1.374   1.537   1.730   1.954
 5 17 3.900 -7.0   -.499   -.462   -.400   -.314   -.209   -.114   -.033    .043
    .126    .222    .338    .476    .634    .814   1.018   1.250   1.511
 6 17 3.850 -7.0   -.515   -.517   -.537   -.584   -.646   -.702   -.728   -.707
   -.633   -.512   -.356   -.173    .029    .250    .494    .763   1.068
 7 17 3.800 -7.0   -.662   -.783   -.936  -1.104  -1.266  -1.400  -1.479  -1.477
  -1.390  -1.233  -1.034   -.812   -.568   -.302   -.006    .331    .703
 8 17 3.750 -7.0  -1.107  -1.315  -1.531  -1.743  -1.940  -2.105  -2.207  -2.211
  -2.107  -1.925  -1.689  -1.415  -1.103   -.748   -.351    .062    .459
 9 17 3.700 -7.0  -1.760  -1.990  -2.214  -2.428  -2.623  -2.783  -2.881  -2.876
  -2.755  -2.528  -2.214  -1.827  -1.396   -.962   -.548   -.167    .181
10 17 3.650 -7.0  -2.508  -2.722  -2.922  -3.107  -3.268  -3.389  -3.436  -3.367
  -3.156  -2.816  -2.402  -1.969  -1.555  -1.174   -.831   -.514   -.214
11 17 3.600 -7.0  -3.241  -3.404  -3.547  -3.659  -3.724  -3.725  -3.648  -3.477
  -3.213  -2.885  -2.533  -2.189  -1.866  -1.566  -1.273   -.976   -.677
12 17 3.550 -7.0  -3.777  -3.836  -3.856  -3.843  -3.804  -3.741  -3.648  -3.519
  -3.349  -3.144  -2.908  -2.650  -2.374  -2.076  -1.759  -1.438  -1.133
13 17 3.500 -7.0  -3.915  -3.894  -3.867  -3.845  -3.836  -3.841  -3.844  -3.823
  -3.763  -3.644  -3.443  -3.139  -2.719  -2.203  -1.653  -1.170   -.846
14 17 3.450 -7.0  -3.931  -3.949  -3.989  -4.049  -4.126  -4.208  -4.268  -4.278
  -4.210  -3.984  -3.536  -2.920  -2.258  -1.671  -1.260  -1.034   -.924
15 17 3.400 -7.0  -4.165  -4.257  -4.364  -4.469  -4.549  -4.583  -4.547  -4.381
  -3.987  -3.352  -2.644  -2.016  -1.554  -1.298  -1.184  -1.134  -1.111
16 17 3.350 -7.0  -4.617  -4.703  -4.746  -4.740  -4.683  -4.533  -4.173  -3.565
  -2.857  -2.213  -1.739  -1.487  -1.384  -1.344  -1.327  -1.317  -1.310
17 17 3.300 -7.0  -4.859  -4.831  -4.778  -4.619  -4.238  -3.613  -2.897  -2.257
  -1.832  -1.638  -1.568  -1.542  -1.532  -1.526  -1.522  -1.520  -1.518
18 17 3.250 -7.0  -4.878  -4.636  -4.143  -3.443  -2.725  -2.177  -1.900  -1.801
  -1.768  -1.756  -1.751  -1.748  -1.746  -1.745  -1.744  -1.742  -1.740
19 17 3.200 -7.0  -3.743  -3.008  -2.431  -2.148  -2.056  -2.026  -2.015  -2.012
  -2.009  -2.008  -2.008  -2.008  -2.009  -2.008  -2.008  -2.005   -.557
20 17 3.150 -7.0  -2.233  -2.182  -2.166  -2.161  -2.160  -2.159  -2.159  -2.159
  -2.160  -2.160  -2.161   -.813   -.612   -.429   -.324    .359    .744
